  -9.3002025e-01  -4.0961433e+00
  -8.9912866e-01  -3.0571337e+00
  -1.7084617e+00  -3.1633614e+00
  -1.8455332e+00  -2.3497679e+00
  -1.8594529e+00  -2.3623886e+00
  -1.8009017e+00  -2.1591983e+00
  -1.6497801e+00  -1.9417548e+00
  -1.6721732e+00  -1.8308406e+00
  -1.9547190e+00  -8.4158364e-01
  -1.4127949e+00  -6.8603862e-01
  -1.8384273e+00  -6.3568556e-01
  -1.7637851e+00  -5.6673815e-01
  -1.2517588e+00  -9.6678827e-01
  -9.9247959e-01  -6.3602902e-01
  -8.4337837e-01  -6.6691003e-01
  -1.2095616e+00  -7.1890160e-01
  -7.4364979e-01  -2.7278049e-01
  -1.1445584e+00   2.3691699e-01
  -1.1379415e+00   2.8515518e-01
  -1.2759179e+00   3.2186218e-01
  -1.1276982e+00   3.3313720e-01
  -1.0150937e+00   2.9352727e-01
  -1.3832629e+00   6.1665911e-01
  -5.1216078e-01   9.8244619e-01
  -1.2792664e+00   1.0863080e+00
  -8.5021504e-01   1.0002559e+00
  -4.0067049e-01   1.2695628e+00
  -7.7226532e-01   1.2626345e+00
  -4.9142512e-01   8.3311952e-01
  -2.2295926e-01   1.3046979e+00
  -9.0764961e-02   1.2356613e+00
   1.9911627e-02   1.0665477e+00
  -6.5331535e-01   1.2060495e+00
  -5.1721775e-01   1.3380697e+00
   1.9156568e-01   1.8918702e+00
  -4.2338140e-02   1.7287112e+00
  -6.0059918e-02   2.0673039e+00
   1.2170959e-01   1.7034846e+00
   4.0232224e-01   1.5283586e+00
   1.8978917e-01   2.1209831e+00
  -6.3924903e-02   1.9362920e+00
   2.6499347e-01   2.6695302e+00
   3.1711092e-01   2.6944433e+00
   9.3445275e-01   2.2435846e+00
   6.6865505e-01   1.9368552e+00
   8.2518995e-01   2.6428368e+00
   9.3216461e-01   2.8661706e+00
   6.4199519e-01   3.0564996e+00
   8.9629042e-01   2.1961329e+00
   1.0210946e+00   2.6421238e+00
   7.0699522e-01   2.8250703e+00
   1.1996560e+00   2.9784378e+00
   1.4205033e+00   3.0586328e+00
   1.2411555e+00   3.0350408e+00
   1.7410704e+00   3.1559146e+00
   1.7271871e+00   2.8452477e+00
   1.4478310e+00   3.0935821e+00
   1.6351124e+00   2.6670185e+00
   1.6612899e+00   2.6456544e+00
   2.1454546e+00   3.6030652e+00
   2.2002711e+00   2.9417237e+00
   1.9934778e+00   3.2836743e+00
   2.3550526e+00   3.6807610e+00
   2.7058135e+00   2.9324783e+00
   2.6451326e+00   2.9659398e+00
   2.6679719e+00   3.1388441e+00
   2.1743342e+00   3.7524979e+00
   2.5586307e+00   3.2305675e+00
   2.8645047e+00   3.1314167e+00
   2.8390800e+00   3.0263471e+00
   2.5374400e+00   3.2855088e+00
   2.8243876e+00   3.2750225e+00
   3.5397891e+00   3.0410147e+00
   2.8325447e+00   3.3521407e+00
   3.7933109e+00   3.0134132e+00
   3.1217691e+00   3.5388270e+00
   3.8284426e+00   2.9348791e+00
   3.7768113e+00   3.4941604e+00
   3.6134938e+00   3.7047299e+00
   4.0877157e+00   3.1414668e+00
   3.7606892e+00   3.3421197e+00
   4.4339662e+00   3.4481582e+00
   4.4887855e+00   2.9213014e+00
   4.0736762e+00   3.3335889e+00
   4.2048430e+00   3.4531152e+00
   4.4343006e+00   3.0011657e+00
   4.4374211e+00   3.5813564e+00
   4.9919755e+00   3.6746752e+00
   5.5311215e+00   3.5037729e+00
   5.4620902e+00   3.1109995e+00
   5.5145294e+00   2.8244756e+00
   6.0125682e+00   3.2249172e+00
   5.4058979e+00   2.6389304e+00
   6.3819522e+00   3.2723453e+00
   5.7551167e+00   2.8353600e+00
   6.3463968e+00   2.6995621e+00
   6.1668560e+00   2.1354045e+00
   6.7939706e+00   1.8878467e+00
   6.4756796e+00   1.8431622e+00
   7.5227820e+00   2.1528705e+00
