  -9.2938924e-01   6.4892536e-01
  -8.9686402e-01   5.9309419e-01
  -9.5651662e-01   6.7890177e-01
  -8.6421613e-01   6.6513992e-01
  -8.2428878e-01   7.3951074e-01
  -8.6571295e-01   7.6556870e-01
  -8.1617563e-01   7.2105247e-01
  -8.2569942e-01   7.2067130e-01
  -8.1835286e-01   8.1368268e-01
  -7.4137994e-01   7.9358550e-01
  -7.2769100e-01   8.5612736e-01
  -7.5211611e-01   8.6962131e-01
  -7.0175686e-01   7.8325214e-01
  -6.9789942e-01   8.4969249e-01
  -7.1079313e-01   8.4688543e-01
  -6.9759727e-01   7.8233721e-01
  -6.3088542e-01   9.1628755e-01
  -6.3217330e-01   9.5788656e-01
  -6.0602428e-01   9.1728334e-01
  -5.9126504e-01   8.3456699e-01
  -5.8290968e-01   9.2963950e-01
  -5.4007367e-01   9.6690446e-01
  -4.9023504e-01   8.9538467e-01
  -5.1963236e-01   9.3279794e-01
  -4.5336735e-01   9.3431204e-01
  -4.5569339e-01   9.6955501e-01
  -4.3667047e-01   9.3134496e-01
  -4.4247606e-01   1.0359533e+00
  -4.2067977e-01   9.8161155e-01
  -3.5835787e-01   9.9981731e-01
  -3.7309894e-01   1.0338384e+00
  -3.2403221e-01   9.9988349e-01
  -2.6552160e-01   1.0505937e+00
  -2.6855284e-01   1.0897908e+00
  -2.5207803e-01   1.0281895e+00
  -2.0406194e-01   1.0038406e+00
  -2.0246657e-01   1.0366511e+00
  -1.9922730e-01   1.1471473e+00
  -1.4519976e-01   1.0644118e+00
  -2.1403584e-01   1.0654159e+00
  -1.7312877e-01   1.0617793e+00
  -8.1331996e-02   1.1213941e+00
  -8.2779327e-02   1.0815121e+00
  -9.2464570e-02   1.0764799e+00
  -5.1910044e-02   1.0274617e+00
  -5.8306525e-02   1.1509594e+00
  -4.1985080e-02   1.0452056e+00
  -3.8672961e-02   1.1655463e+00
  -1.7062011e-03   1.1744014e+00
  -1.7033225e-02   1.1684582e+00
   4.7232107e-02   1.0793345e+00
   5.3337269e-02   1.1141003e+00
   1.3758448e-01   1.1151581e+00
   1.1554435e-01   1.0847314e+00
   1.6463036e-01   1.0735342e+00
   1.4080635e-01   1.0865024e+00
   1.6620182e-01   1.0938029e+00
   2.2263067e-01   1.0673398e+00
   2.5912032e-01   1.0383974e+00
   2.3239476e-01   1.0201145e+00
   2.9254369e-01   1.1204790e+00
   2.9390219e-01   1.0628164e+00
   2.9674301e-01   1.0331611e+00
   3.5687777e-01   9.8938253e-01
   3.6244994e-01   1.0531925e+00
   3.9596093e-01   1.0585237e+00
   3.8463461e-01   9.9666879e-01
   3.7795735e-01   1.0383813e+00
   4.0765747e-01   1.0659716e+00
   4.7118898e-01   9.7162520e-01
   4.0148539e-01   9.5707042e-01
   4.3566938e-01   9.8233194e-01
   4.8715679e-01   1.0106457e+00
   5.1429917e-01   9.5490525e-01
   4.8596910e-01   9.3291373e-01
   5.6580303e-01   8.9678198e-01
